TF gene,PBM filename,TF tested in PBM,AA identity,More info,OLS CV accuracy
"IRX2","Mus_musculus|M01383_1.94d|Berger08|Irx3_2226.1","Irx3",88,"Inferred - Irx3 (88% AA Identity, Mus musculus)",0.66588
"IRX2","Oikopleura_dioica|M01642_1.94d|Zoo_01|2344","SNAPOd2T00005194001",75,"Inferred - SNAPOd2T00005194001 (75% AA Identity, Oikopleura dioica)",0.572746
"IRX2","Caenorhabditis_briggsae|M01191_1.94d|Zoo_01|2800","Cbr-irx-1",71,"Inferred - Cbr-irx-1 (71% AA Identity, Caenorhabditis briggsae)",0.68274
"IRX3","Mus_musculus|M01383_1.94d|Berger08|Irx3_2226.1","Irx3",100,"Inferred - Irx3 (100% AA Identity, Mus musculus)",0.66588
"IRX3","Mus_musculus|M01382_1.94d|Berger08|Irx3_0920.1","Irx3",100,"Inferred - Irx3 (100% AA Identity, Mus musculus)",0.661841
"IRX3","Mus_musculus|M01384_1.94d|Berger08|Irx5_2385.1","Irx5",88,"Inferred - Irx5 (88% AA Identity, Mus musculus)",0.670048
"IRX3","Oikopleura_dioica|M01642_1.94d|Zoo_01|2344","SNAPOd2T00005194001",73,"Inferred - SNAPOd2T00005194001 (73% AA Identity, Oikopleura dioica)",0.572746
"IRX3","Caenorhabditis_briggsae|M01191_1.94d|Zoo_01|2800","Cbr-irx-1",71,"Inferred - Cbr-irx-1 (71% AA Identity, Caenorhabditis briggsae)",0.68274
"IRX4","Mus_musculus|M01383_1.94d|Berger08|Irx3_2226.1","Irx3",93,"Inferred - Irx3 (93% AA Identity, Mus musculus)",0.66588
"IRX4","Mus_musculus|M01382_1.94d|Berger08|Irx3_0920.1","Irx3",93,"Inferred - Irx3 (93% AA Identity, Mus musculus)",0.661841
"IRX4","Mus_musculus|M01384_1.94d|Berger08|Irx5_2385.1","Irx5",88,"Inferred - Irx5 (88% AA Identity, Mus musculus)",0.670048
"IRX4","Oikopleura_dioica|M01642_1.94d|Zoo_01|2344","SNAPOd2T00005194001",75,"Inferred - SNAPOd2T00005194001 (75% AA Identity, Oikopleura dioica)",0.572746
"IRX4","Caenorhabditis_briggsae|M01191_1.94d|Zoo_01|2800","Cbr-irx-1",71,"Inferred - Cbr-irx-1 (71% AA Identity, Caenorhabditis briggsae)",0.68274
"IRX5","Mus_musculus|M01311_1.94d|Berger08|Irx2_0900.3","Irx2",100,"Inferred - Irx2 (100% AA Identity, Mus musculus)",0.693382
"IRX5","Mus_musculus|M01384_1.94d|Berger08|Irx5_2385.1","Irx5",100,"Inferred - Irx5 (100% AA Identity, Mus musculus)",0.670048
"IRX5","Mus_musculus|M01383_1.94d|Berger08|Irx3_2226.1","Irx3",88,"Inferred - Irx3 (88% AA Identity, Mus musculus)",0.66588
"IRX5","Oikopleura_dioica|M01642_1.94d|Zoo_01|2344","SNAPOd2T00005194001",75,"Inferred - SNAPOd2T00005194001 (75% AA Identity, Oikopleura dioica)",0.572746
"IRX5","Caenorhabditis_briggsae|M01191_1.94d|Zoo_01|2800","Cbr-irx-1",71,"Inferred - Cbr-irx-1 (71% AA Identity, Caenorhabditis briggsae)",0.68274
"IRX6","Mus_musculus|M01382_1.94d|Berger08|Irx3_0920.1","Irx3",94,"Inferred - Irx3 (94% AA Identity, Mus musculus)",0.661841
"IRX6","Mus_musculus|M01383_1.94d|Berger08|Irx3_2226.1","Irx3",94,"Inferred - Irx3 (94% AA Identity, Mus musculus)",0.66588
"IRX6","Mus_musculus|M01384_1.94d|Berger08|Irx5_2385.1","Irx5",90,"Inferred - Irx5 (90% AA Identity, Mus musculus)",0.670048
"IRX6","Oikopleura_dioica|M01642_1.94d|Zoo_01|2344","SNAPOd2T00005194001",76,"Inferred - SNAPOd2T00005194001 (76% AA Identity, Oikopleura dioica)",0.572746
"IRX6","Caenorhabditis_briggsae|M01191_1.94d|Zoo_01|2800","Cbr-irx-1",71,"Inferred - Cbr-irx-1 (71% AA Identity, Caenorhabditis briggsae)",0.68274
"ISX","Homo_sapiens|M01283_1.94d|Barrera2016|ISX_R83Q_R1","ISX",100,"Direct",0.653943
"ISX","Homo_sapiens|M01284_1.94d|Barrera2016|ISX_REF_R1","ISX",100,"Direct",0.719686
"ISX","Mus_musculus|M01381_1.94d|Berger08|Isx_3445.1","Isx",91,"Inferred - Isx (91% AA Identity, Mus musculus)",0.529343
"ISX","Mus_musculus|M01416_1.94d|Berger08|Alx4_1744.1","Alx4",71,"Inferred - Alx4 (71% AA Identity, Mus musculus)",0.537571
"ISX","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",68,"Inferred - Arx (68% AA Identity, Mus musculus)",0.733336
"JDP2","Mus_musculus|M00397_1.94d|Badis09|Jundm2_0911.3=v1","Jdp2",98,"Inferred - Jdp2 (98% AA Identity, Mus musculus)",0.498617
"JDP2","Mus_musculus|M00393_1.94d|DREAM_contest|1967","Atf3",70,"Inferred - Atf3 (70% AA Identity, Mus musculus)",0.312838
"JDP2","Mus_musculus|M00394_1.94d|Zoo_01|1351","Atf3",70,"Inferred - Atf3 (70% AA Identity, Mus musculus)",0.289443
"KDM2B","Homo_sapiens|M00877_1.94d|Zoo_01|6494","KDM2B",100,"Direct",0.621237
"KLF1","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",100,"Direct",0.504679
"KLF1","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",100,"Direct",0.632135
"KLF1","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",79,"Inferred - Klf7 (79% AA Identity, Mus musculus)",0.39807
"KLF1","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",72,"Inferred - Klf8 (72% AA Identity, Mus musculus)",0.338698
"KLF12","Mus_musculus|M00639_1.94d|DREAM_contest|586","Klf12",100,"Inferred - Klf12 (100% AA Identity, Mus musculus)",0.177287
"KLF12","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",84,"Inferred - Klf8 (84% AA Identity, Mus musculus)",0.338698
"KLF12","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",83,"Inferred - Klf7 (83% AA Identity, Mus musculus)",0.39807
"KLF12","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",75,"Inferred - KLF1 (75% AA Identity, Homo sapiens)",0.632135
"KLF13","Mus_musculus|M00610_1.94d|DREAM_contest|595","Klf9",82,"Inferred - Klf9 (82% AA Identity, Mus musculus)",0.541125
"KLF14","Mus_musculus|M00610_1.94d|DREAM_contest|595","Klf9",73,"Inferred - Klf9 (73% AA Identity, Mus musculus)",0.541125
"KLF2","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",84,"Inferred - KLF1 (84% AA Identity, Homo sapiens)",0.504679
"KLF2","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",83,"Inferred - KLF1 (83% AA Identity, Homo sapiens)",0.632135
"KLF2","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",78,"Inferred - Klf7 (78% AA Identity, Mus musculus)",0.39807
"KLF2","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",73,"Inferred - Klf8 (73% AA Identity, Mus musculus)",0.338698
"KLF3","Mus_musculus|M00639_1.94d|DREAM_contest|586","Klf12",91,"Inferred - Klf12 (91% AA Identity, Mus musculus)",0.177287
"KLF3","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",83,"Inferred - Klf8 (83% AA Identity, Mus musculus)",0.338698
"KLF3","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",80,"Inferred - Klf7 (80% AA Identity, Mus musculus)",0.39807
"KLF3","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",75,"Inferred - KLF1 (75% AA Identity, Homo sapiens)",0.632135
"KLF4","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",84,"Inferred - KLF1 (84% AA Identity, Homo sapiens)",0.504679
"KLF4","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",83,"Inferred - KLF1 (83% AA Identity, Homo sapiens)",0.632135
"KLF4","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",78,"Inferred - Klf7 (78% AA Identity, Mus musculus)",0.39807
"KLF4","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",75,"Inferred - Klf8 (75% AA Identity, Mus musculus)",0.338698
"KLF5","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",83,"Inferred - KLF1 (83% AA Identity, Homo sapiens)",0.504679
"KLF5","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",82,"Inferred - Klf7 (82% AA Identity, Mus musculus)",0.39807
"KLF5","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",82,"Inferred - KLF1 (82% AA Identity, Homo sapiens)",0.632135
"KLF5","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",78,"Inferred - Klf8 (78% AA Identity, Mus musculus)",0.338698
"KLF6","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",94,"Inferred - Klf7 (94% AA Identity, Mus musculus)",0.39807
"KLF6","Mus_musculus|M00639_1.94d|DREAM_contest|586","Klf12",80,"Inferred - Klf12 (80% AA Identity, Mus musculus)",0.177287
"KLF6","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",78,"Inferred - KLF1 (78% AA Identity, Homo sapiens)",0.504679
"KLF6","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",76,"Inferred - KLF1 (76% AA Identity, Homo sapiens)",0.632135
"KLF6","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",73,"Inferred - Klf8 (73% AA Identity, Mus musculus)",0.338698
"KLF7","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",100,"Inferred - Klf7 (100% AA Identity, Mus musculus)",0.39807
"KLF7","Mus_musculus|M00639_1.94d|DREAM_contest|586","Klf12",83,"Inferred - Klf12 (83% AA Identity, Mus musculus)",0.177287
"KLF7","Homo_sapiens|M00554_1.94d|Barrera2016|KLF1_REF_R1","KLF1",79,"Inferred - KLF1 (79% AA Identity, Homo sapiens)",0.504679
"KLF7","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",78,"Inferred - KLF1 (78% AA Identity, Homo sapiens)",0.632135
"KLF7","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",73,"Inferred - Klf8 (73% AA Identity, Mus musculus)",0.338698
"KLF8","Mus_musculus|M00616_1.94d|DREAM_contest|665","Klf8",100,"Inferred - Klf8 (100% AA Identity, Mus musculus)",0.338698
"KLF8","Mus_musculus|M00639_1.94d|DREAM_contest|586","Klf12",84,"Inferred - Klf12 (84% AA Identity, Mus musculus)",0.177287
"KLF8","Mus_musculus|M00600_1.94d|Badis09|Klf7_0974.2=v1","Klf7",73,"Inferred - Klf7 (73% AA Identity, Mus musculus)",0.39807
"KLF8","Homo_sapiens|M00551_1.94d|Barrera2016|KLF1_E325K_R1","KLF1",71,"Inferred - KLF1 (71% AA Identity, Homo sapiens)",0.632135
"KLF9","Mus_musculus|M00610_1.94d|DREAM_contest|595","Klf9",100,"Inferred - Klf9 (100% AA Identity, Mus musculus)",0.541125
"KMT2A","Homo_sapiens|M00878_1.94d|Zoo_01|3687","KMT2A",100,"Direct",0.619494
"LBX1","Homo_sapiens|M01263_1.94d|Zoo_01|2796","LBX1",100,"Direct",0.523429
"LBX1","Drosophila_melanogaster|M01496_1.94d|BusserDevelopment2012|Lbl","lbl",89,"Inferred - lbl (89% AA Identity, Drosophila melanogaster)",0.525924
"LBX1","Mus_musculus|M01394_1.94d|Berger08|Lbx2_3869.2","Lbx2",71,"Inferred - Lbx2 (71% AA Identity, Mus musculus)",0.49662
"LBX1","Schistosoma_mansoni|M01549_1.94d|Zoo_01|1544","Smp_158000",70,"Inferred - Smp_158000 (70% AA Identity, Schistosoma mansoni)",0.502418
"LBX2","Mus_musculus|M01394_1.94d|Berger08|Lbx2_3869.2","Lbx2",98,"Inferred - Lbx2 (98% AA Identity, Mus musculus)",0.49662
"LBX2","Drosophila_melanogaster|M01496_1.94d|BusserDevelopment2012|Lbl","lbl",73,"Inferred - lbl (73% AA Identity, Drosophila melanogaster)",0.525924
"LBX2","Homo_sapiens|M01263_1.94d|Zoo_01|2796","LBX1",71,"Inferred - LBX1 (71% AA Identity, Homo sapiens)",0.523429
"LCOR","Meleagris_gallopavo|M02074_1.94d|Zoo_01|5864","LCOR",100,"Inferred - LCOR (100% AA Identity, Meleagris gallopavo)",0.804395
"LCOR","Anolis_carolinensis|M02070_1.94d|Zoo_01|6523","LCOR",95,"Inferred - LCOR (95% AA Identity, Anolis carolinensis)",0.78581
"LCOR","Xenopus_tropicalis|M02080_1.94d|Zoo_01|5534","XP_012821380.1",95,"Inferred - XP_012821380.1 (95% AA Identity, Xenopus tropicalis)",0.689846
"LCOR","Oryzias_latipes|M02075_1.94d|Zoo_01|6790","ENSORLG00000000044",91,"Inferred - ENSORLG00000000044 (91% AA Identity, Oryzias latipes)",0.695921
"LEF1","Mus_musculus|M02164_1.94d|Badis09|Lef1_3504.1=v1","Lef1",100,"Inferred - Lef1 (100% AA Identity, Mus musculus)",0.538837
"LEF1","Mus_musculus|M02162_1.94d|Badis09|Tcf7l2_3461.1=v1","Tcf7l2",98,"Inferred - Tcf7l2 (98% AA Identity, Mus musculus)",0.47308
"LEF1","Mus_musculus|M02156_1.94d|Badis09|Tcf7_0950.2=v2","Tcf7",97,"Inferred - Tcf7 (97% AA Identity, Mus musculus)",0.517672
"LHX1","Mus_musculus|M01374_1.94d|Berger08|Lhx5_2279.1","Lhx5",100,"Inferred - Lhx5 (100% AA Identity, Mus musculus)",0.739161
"LHX1","Mus_musculus|M01331_1.94d|Berger08|Lhx1_2240.2","Lhx1",100,"Inferred - Lhx1 (100% AA Identity, Mus musculus)",0.752278
"LHX1","Mus_musculus|M01363_1.94d|Berger08|Lhx3_3431.1","Lhx3",71,"Inferred - Lhx3 (71% AA Identity, Mus musculus)",0.78677
"LHX2","Homo_sapiens|M01233_1.94d|Zoo_01|1899","LHX2",100,"Direct",0.39806
"LHX2","Mus_musculus|M01304_1.94d|Berger08|Lhx2_0953.2","Lhx2",100,"Inferred - Lhx2 (100% AA Identity, Mus musculus)",0.761391
"LHX2","Mus_musculus|M01332_1.94d|Berger08|Lhx9_3492.1","Lhx9",100,"Inferred - Lhx9 (100% AA Identity, Mus musculus)",0.703461
"LHX3","Mus_musculus|M01363_1.94d|Berger08|Lhx3_3431.1","Lhx3",100,"Inferred - Lhx3 (100% AA Identity, Mus musculus)",0.78677
"LHX3","Mus_musculus|M01358_1.94d|Berger08|Lhx4_1719.2","Lhx4",94,"Inferred - Lhx4 (94% AA Identity, Mus musculus)",0.723095
"LHX3","Drosophila_melanogaster|M01488_1.94d|Zoo_01|2902","Lim3",92,"Inferred - Lim3 (92% AA Identity, Drosophila melanogaster)",0.762151
"LHX3","Mus_musculus|M01374_1.94d|Berger08|Lhx5_2279.1","Lhx5",71,"Inferred - Lhx5 (71% AA Identity, Mus musculus)",0.739161
"LHX3","Mus_musculus|M01331_1.94d|Berger08|Lhx1_2240.2","Lhx1",71,"Inferred - Lhx1 (71% AA Identity, Mus musculus)",0.752278
"LHX4","Mus_musculus|M01358_1.94d|Berger08|Lhx4_1719.2","Lhx4",100,"Inferred - Lhx4 (100% AA Identity, Mus musculus)",0.723095
"LHX4","Mus_musculus|M01363_1.94d|Berger08|Lhx3_3431.1","Lhx3",94,"Inferred - Lhx3 (94% AA Identity, Mus musculus)",0.78677
"LHX4","Drosophila_melanogaster|M01488_1.94d|Zoo_01|2902","Lim3",92,"Inferred - Lim3 (92% AA Identity, Drosophila melanogaster)",0.762151
"LHX4","Mus_musculus|M01374_1.94d|Berger08|Lhx5_2279.1","Lhx5",71,"Inferred - Lhx5 (71% AA Identity, Mus musculus)",0.739161
"LHX4","Mus_musculus|M01331_1.94d|Berger08|Lhx1_2240.2","Lhx1",71,"Inferred - Lhx1 (71% AA Identity, Mus musculus)",0.752278
"LHX5","Mus_musculus|M01331_1.94d|Berger08|Lhx1_2240.2","Lhx1",100,"Inferred - Lhx1 (100% AA Identity, Mus musculus)",0.752278
"LHX5","Mus_musculus|M01374_1.94d|Berger08|Lhx5_2279.1","Lhx5",100,"Inferred - Lhx5 (100% AA Identity, Mus musculus)",0.739161
"LHX5","Mus_musculus|M01363_1.94d|Berger08|Lhx3_3431.1","Lhx3",71,"Inferred - Lhx3 (71% AA Identity, Mus musculus)",0.78677
"LHX6","Mus_musculus|M01362_1.94d|Berger08|Lhx6_2272.1","Lhx6",100,"Inferred - Lhx6 (100% AA Identity, Mus musculus)",0.833768
"LHX6","PBM_CONSTRUCTS|M01602_1.94d|Berger08|Lhx6_3432.1","Lhx6_CONSTRUCT",100,"Inferred - Lhx6_CONSTRUCT (100% AA Identity, PBM CONSTRUCTS)",0.706554
"LHX6","Homo_sapiens|M01234_1.94d|Zoo_01|2969","LHX6",100,"Direct",0.759242
"LHX6","Drosophila_melanogaster|M01498_1.94d|Zoo_01|1865","Awh",66,"Inferred - Awh (66% AA Identity, Drosophila melanogaster)",0.601968
"LHX8","Mus_musculus|M01468_1.94d|Berger08|Lhx8_2247.2","Lhx8",100,"Inferred - Lhx8 (100% AA Identity, Mus musculus)",0.795508
"LHX8","PBM_CONSTRUCTS|M01602_1.94d|Berger08|Lhx6_3432.1","Lhx6_CONSTRUCT",94,"Inferred - Lhx6_CONSTRUCT (94% AA Identity, PBM CONSTRUCTS)",0.706554
"LHX8","Mus_musculus|M01362_1.94d|Berger08|Lhx6_2272.1","Lhx6",94,"Inferred - Lhx6 (94% AA Identity, Mus musculus)",0.833768
"LHX9","Homo_sapiens|M01233_1.94d|Zoo_01|1899","LHX2",100,"Inferred - LHX2 (100% AA Identity, Homo sapiens)",0.39806
"LHX9","Mus_musculus|M01304_1.94d|Berger08|Lhx2_0953.2","Lhx2",100,"Inferred - Lhx2 (100% AA Identity, Mus musculus)",0.761391
"LHX9","Mus_musculus|M01332_1.94d|Berger08|Lhx9_3492.1","Lhx9",100,"Inferred - Lhx9 (100% AA Identity, Mus musculus)",0.703461
"LIN54","Gallus_gallus|M02269_1.94d|Zoo_01|5851","LIN54",98,"Inferred - LIN54 (98% AA Identity, Gallus gallus)",0.643191
"LIN54","Tarsius_syrichta|M02270_1.94d|Zoo_01|6977","LIN54",94,"Inferred - LIN54 (94% AA Identity, Tarsius syrichta)",0.356416
"LIN54","Danio_rerio|M02268_1.94d|Zoo_01|5472","lin54",92,"Inferred - lin54 (92% AA Identity, Danio rerio)",0.667288
"LIN54","Drosophila_yakuba|M02271_1.94d|Zoo_01|6781","GE12548",80,"Inferred - GE12548 (80% AA Identity, Drosophila yakuba)",0.523915
"LMX1A","Mus_musculus|M01411_1.94d|Berger08|Lmx1b_3433.2","Lmx1b",100,"Inferred - Lmx1b (100% AA Identity, Mus musculus)",0.445938
"LMX1A","Mus_musculus|M01360_1.94d|Berger08|Lmx1a_2238.2","Lmx1a",100,"Inferred - Lmx1a (100% AA Identity, Mus musculus)",0.658967
"LMX1A","Oikopleura_dioica|M01641_1.94d|Zoo_01|2778","SNAPOd2T00003340001",74,"Inferred - SNAPOd2T00003340001 (74% AA Identity, Oikopleura dioica)",0.8032
"LMX1B","Mus_musculus|M01411_1.94d|Berger08|Lmx1b_3433.2","Lmx1b",100,"Inferred - Lmx1b (100% AA Identity, Mus musculus)",0.445938
"LMX1B","Mus_musculus|M01360_1.94d|Berger08|Lmx1a_2238.2","Lmx1a",100,"Inferred - Lmx1a (100% AA Identity, Mus musculus)",0.658967
"LMX1B","Oikopleura_dioica|M01641_1.94d|Zoo_01|2778","SNAPOd2T00003340001",74,"Inferred - SNAPOd2T00003340001 (74% AA Identity, Oikopleura dioica)",0.8032
"LYL1","Mus_musculus|M00264_1.94d|Zoo_01|1372","Neurog1",50,"Inferred - Neurog1 (50% AA Identity, Mus musculus)",0.267932
"MAFF","Mus_musculus|M00383_1.94d|Badis09|Mafk_3106.2=v2","Mafk",78,"Inferred - Mafk (78% AA Identity, Mus musculus)",0.594684
"MAFF","Mus_musculus|M00405_1.94d|Zoo_01|205","Mafg",78,"Inferred - Mafg (78% AA Identity, Mus musculus)",0.345586
"MAFG","Mus_musculus|M00405_1.94d|Zoo_01|205","Mafg",97,"Inferred - Mafg (97% AA Identity, Mus musculus)",0.345586
"MAFG","Mus_musculus|M00383_1.94d|Badis09|Mafk_3106.2=v2","Mafk",85,"Inferred - Mafk (85% AA Identity, Mus musculus)",0.594684
"MAFK","Mus_musculus|M00383_1.94d|Badis09|Mafk_3106.2=v2","Mafk",100,"Inferred - Mafk (100% AA Identity, Mus musculus)",0.594684
"MAFK","Mus_musculus|M00405_1.94d|Zoo_01|205","Mafg",84,"Inferred - Mafg (84% AA Identity, Mus musculus)",0.345586
"MAX","Homo_sapiens|NA|Shen2018|MAX","MAX",100,"Direct",0.620488
"MAX","Mus_musculus|M00270_1.94d|Badis09|Max_3864.1=v2","Max",62,"Inferred - Max (62% AA Identity, Mus musculus)",0.264868
"MAX","Mus_musculus|M00269_1.94d|Badis09|Max_3863.1=v2","Max",62,"Inferred - Max (62% AA Identity, Mus musculus)",0.587386
"MAX","Mus_musculus|M00271_1.94d|Zoo_01|855","Max",62,"Inferred - Max (62% AA Identity, Mus musculus)",0.667326
"MECP2","Mus_musculus|M01775_1.94d|DREAM_contest|1446","Mecp2",100,"Inferred - Mecp2 (100% AA Identity, Mus musculus)",0.620708
"MEIS1","Mus_musculus|M01333_1.94d|Berger08|Meis1_2335.1","Meis1",100,"Inferred - Meis1 (100% AA Identity, Mus musculus)",0.622503
"MEIS1","Mus_musculus|M01365_1.94d|Berger08|Mrg1_2246.2","Meis2",98,"Inferred - Meis2 (98% AA Identity, Mus musculus)",0.669861
"MEIS1","Mus_musculus|M01417_1.94d|Berger08|Mrg2_2302.1","Meis3",96,"Inferred - Meis3 (96% AA Identity, Mus musculus)",0.665095
"MEIS2","Mus_musculus|M01365_1.94d|Berger08|Mrg1_2246.2","Meis2",100,"Inferred - Meis2 (100% AA Identity, Mus musculus)",0.669861
"MEIS2","Mus_musculus|M01333_1.94d|Berger08|Meis1_2335.1","Meis1",98,"Inferred - Meis1 (98% AA Identity, Mus musculus)",0.622503
"MEIS2","Mus_musculus|M01417_1.94d|Berger08|Mrg2_2302.1","Meis3",96,"Inferred - Meis3 (96% AA Identity, Mus musculus)",0.665095
"MEIS3","Mus_musculus|M01417_1.94d|Berger08|Mrg2_2302.1","Meis3",100,"Inferred - Meis3 (100% AA Identity, Mus musculus)",0.665095
"MEIS3","Mus_musculus|M01365_1.94d|Berger08|Mrg1_2246.2","Meis2",96,"Inferred - Meis2 (96% AA Identity, Mus musculus)",0.669861
"MEIS3","Mus_musculus|M01333_1.94d|Berger08|Meis1_2335.1","Meis1",96,"Inferred - Meis1 (96% AA Identity, Mus musculus)",0.622503
"MEOX1","Mus_musculus|M01309_1.94d|Berger08|Meox1_2310.2","Meox1",100,"Inferred - Meox1 (100% AA Identity, Mus musculus)",0.627777
"MEOX1","Mus_musculus|M01329_1.94d|Berger08|Hoxa2_3079.1","Hoxa2",68,"Inferred - Hoxa2 (68% AA Identity, Mus musculus)",0.571979
"MEOX2","Mus_musculus|M01309_1.94d|Berger08|Meox1_2310.2","Meox1",96,"Inferred - Meox1 (96% AA Identity, Mus musculus)",0.627777
"MEOX2","Mus_musculus|M01329_1.94d|Berger08|Hoxa2_3079.1","Hoxa2",68,"Inferred - Hoxa2 (68% AA Identity, Mus musculus)",0.571979
"MITF","Homo_sapiens|NA|Unpublished|MITF","DIrect",100,"DIrect",0.402298
"MITF","Mus_musculus|M00255_1.94d|Zoo_01|1347","Mitf",100,"Inferred - Mitf (100% AA Identity, Mus musculus)",0.582156
"MITF","Mus_musculus|M00221_1.94d|Zoo_01|1600","TFE3",98,"Inferred - TFE3 (98% AA Identity, Mus musculus)",0.345408
"MITF","Mus_musculus|M00240_1.94d|Zoo_01|1369","Tfeb",88,"Inferred - Tfeb (88% AA Identity, Mus musculus)",0.563371
"MITF","Mus_musculus|M00249_1.94d|Zoo_01|1356","Tfec",85,"Inferred - Tfec (85% AA Identity, Mus musculus)",0.461444
"MITF","Mus_musculus|M00248_1.94d|DREAM_contest|1399","Tfec",85,"Inferred - Tfec (85% AA Identity, Mus musculus)",0.536183
"MLX","Mus_musculus|M00228_1.94d|DREAM_contest|1971","Mlx",100,"Inferred - Mlx (100% AA Identity, Mus musculus)",0.391783
"MLX","Mus_musculus|M00229_1.94d|Zoo_01|1361","Mlx",100,"Inferred - Mlx (100% AA Identity, Mus musculus)",0.534919
"MLXIP","Mus_musculus|M00258_1.94d|Zoo_01|1283","Mlxip",66,"Inferred - Mlxip (66% AA Identity, Mus musculus)",0.458352
"MLXIPL","Mus_musculus|M00258_1.94d|Zoo_01|1283","Mlxip",50,"Inferred - Mlxip (50% AA Identity, Mus musculus)",0.458352
"MNX1","Mus_musculus|M01313_1.94d|Berger08|Hlxb9_3422.1","Mnx1",100,"Inferred - Mnx1 (100% AA Identity, Mus musculus)",0.661147
"MNX1","Mus_musculus|M01391_1.94d|Berger08|Gbx2_3110.1","Gbx2",66,"Inferred - Gbx2 (66% AA Identity, Mus musculus)",0.518378
"MNX1","Mus_musculus|M01457_1.94d|Berger08|Gbx1_2883.2","Gbx1",66,"Inferred - Gbx1 (66% AA Identity, Mus musculus)",0.759064
"MSC","Mus_musculus|M00242_1.94d|Zoo_01|231","Msc",100,"Inferred - Msc (100% AA Identity, Mus musculus)",-0.102401
"MSX1","Mus_musculus|M01430_1.94d|Berger08|Msx1_3031.2","Msx1",100,"Inferred - Msx1 (100% AA Identity, Mus musculus)",0.462112
"MSX1","Mus_musculus|M01357_1.94d|Berger08|Msx3_3206.1","Msx3",98,"Inferred - Msx3 (98% AA Identity, Mus musculus)",0.741793
"MSX1","Homo_sapiens|M01248_1.94d|Barrera2016|MSX2_REF_R2","MSX2",96,"Inferred - MSX2 (96% AA Identity, Homo sapiens)",0.610169
"MSX1","Drosophila_melanogaster|M01483_1.94d|BusserDevelopment2012|Msh","Dr",91,"Inferred - Dr (91% AA Identity, Drosophila melanogaster)",0.805927
"MSX2","Homo_sapiens|M01248_1.94d|Barrera2016|MSX2_REF_R2","MSX2",100,"Direct",0.610169
"MSX2","Homo_sapiens|M01247_1.94d|Barrera2016|MSX2_R172H_R1","MSX2",100,"Direct",0.689929
"MSX2","Mus_musculus|M01341_1.94d|Berger08|Msx2_3449.1","Msx2",100,"Inferred - Msx2 (100% AA Identity, Mus musculus)",0.556757
"MSX2","Drosophila_melanogaster|M01483_1.94d|BusserDevelopment2012|Msh","Dr",91,"Inferred - Dr (91% AA Identity, Drosophila melanogaster)",0.805927
"MXD1","Homo_sapiens|NA|Shen2018|MXD1-MAX","MXD1",100,"Direct",0.645665
"MXD3","Homo_sapiens|NA|Shen2018|MXD1-MAX","MXD1",60,"Inferred - MXD1 (60% AA Identity, Homo sapiens)",0.645665
"MXD4","Homo_sapiens|NA|Shen2018|MXD1-MAX","MXD1",74,"Inferred - MXD1 (74% AA Identity, Homo sapiens)",0.645665
"MXI1","Homo_sapiens|NA|Shen2018|MXD1-MAX","MXD1",77,"Inferred - MXD1 (77% AA Identity, Homo sapiens)",0.645665
